Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Time per Epoch (s),Total Elapsed Time (s)
1,0.6965180915229174,0.5332240042637806,0.6656535359061494,0.6463439172627975,40.96584463119507,40.96584630012512
2,0.6634626777804628,0.5984686284649129,0.6427561774545786,0.6595052085360702,40.01956343650818,80.98666787147522
3,0.6353168134786644,0.6477598852040817,0.6164849844514108,0.7021493869168418,40.05987286567688,121.04771637916565
4,0.6044861783786696,0.6927956452175063,0.5799609842349072,0.7477109146361448,40.02538275718689,161.07436871528625
5,0.5614728726902787,0.7408778247784595,0.5320061883147882,0.7869366498626008,39.99018359184265,201.06557750701904
6,0.5157751009172323,0.7729022411667571,0.4839728775681282,0.8076485060915655,39.94590926170349,241.01516795158386
7,0.471469982546203,0.798727526956675,0.4441569505297408,0.8182872479059258,40.02267336845398,281.03900718688965
8,0.43951269528087306,0.8108733448447013,0.4162555002436346,0.8249248363533799,40.09795641899109,321.1382462978363
9,0.4142295255952952,0.8245812836958437,0.3961101700456775,0.8321451350134246,40.091352701187134,361.23064398765564
10,0.3938016310638311,0.8342121450268493,0.384094025711624,0.8358691693568716,40.02675437927246,401.2583124637604
11,0.3823095891548663,0.8349467023294799,0.37048348784446716,0.8413128646052613,40.06679558753967,441.3261168003082
12,0.36692669653162663,0.8447939443344973,0.3602996322573448,0.8459973274445047,40.05707550048828,481.3849012851715
13,0.3584875613451004,0.8504786959716252,0.3517363378588034,0.8492696187934097,40.0375657081604,521.4236180782318
14,0.34966645435411103,0.8534112305057292,0.34515712364595763,0.8523179365664112,39.99714112281799,561.421835899353
15,0.3379597890437866,0.8607036568680588,0.3390461060465599,0.8540319034031459,40.07528114318848,601.5068759918213
16,0.331313816868529,0.8620437018725337,0.33300634184662176,0.8564443636913689,40.06473660469055,641.5727183818817
17,0.3256357590458831,0.863019314955692,0.3278142989290004,0.8594547193877551,40.02316355705261,681.7046492099762
18,0.31907385952618655,0.8682447313045969,0.32373889946207707,0.8608896683673469,39.97007966041565,721.6760232448578
19,0.3124953893070318,0.8705926567924266,0.31966367394340284,0.8630819515306123,40.01134490966797,761.6884353160858
20,0.3058509776482777,0.8742103984161299,0.3142611288598606,0.8657126913265306,40.114990234375,801.8047933578491
21,0.2986108786901649,0.8777882809541664,0.3105230723716775,0.8675272568148009,40.14221477508545,841.9480218887329
22,0.29407496050912507,0.8796616865664112,0.3067146647645503,0.8691007653061225,40.03171133995056,881.9809081554413
23,0.28795608938956746,0.8838906099601668,0.3030630964405683,0.8714733665086785,40.06398582458496,922.046305179596
24,0.2818751379239316,0.8889755679636585,0.2996001201016562,0.8733467721209234,40.038734436035156,962.0862965583801
25,0.2784399224483237,0.888313137755102,0.29913490265607834,0.8737055093658214,40.03476667404175,1002.1223471164703
26,0.27365327869751016,0.8903270017127601,0.29484519529707576,0.8749202806122449,40.080758571624756,1042.204466342926
27,0.2680271889786331,0.8923370692194724,0.29064774133112964,0.8780103563045969,40.12337613105774,1082.3289272785187
28,0.26247668920122846,0.8975643831856397,0.28896527554915874,0.8780502159984744,40.08349251747131,1122.413531780243
29,0.2563337230560731,0.8986804546142111,0.28539309316143696,0.8797641828352091,40.07681202888489,1162.4918327331543
30,0.2522443130004163,0.901013195514679,0.2825964233096765,0.8816186074091463,40.06751251220703,1202.5604977607727
31,0.2487119091104488,0.9021463497560851,0.2801145520441386,0.8824936224489796,40.098132371902466,1242.6597528457642
32,0.2464748272786335,0.903047938127907,0.2780961684730588,0.8832509566326531,40.09839344024658,1282.759399652481
33,0.23931557152952468,0.9057735818989423,0.2765087644968714,0.8836495535714286,40.08484959602356,1322.8452534675598
34,0.23678264113105074,0.9078500824315208,0.27364180890881284,0.8859234543479219,40.08499526977539,1362.9314601421356
35,0.23109823875889487,0.9100974098760255,0.27340529448523815,0.8855836981413315,40.12039375305176,1403.1596789360046
36,0.22759985376377495,0.9123751064952539,0.27142563021304655,0.8863808920188826,40.06156635284424,1443.280764579773
