Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Time per Epoch (s),Total Elapsed Time (s)
1,0.6906348032414761,0.53764,0.6865175160605584,0.5864,4.97253155708313,4.972535133361816
2,0.6725573785164777,0.62452,0.6552609668668273,0.62752,4.239225149154663,9.274539470672607
3,0.6141015882687191,0.68136,0.5791039017155347,0.70604,4.268077373504639,13.543837308883667
4,0.5429712705447546,0.73,0.5166664493205907,0.74844,4.429741859436035,17.975186109542847
5,0.4979212879372375,0.7608,0.4844644962216887,0.77052,4.5803117752075195,22.556648015975952
6,0.47533061955590994,0.7764,0.4739772396166916,0.77596,4.28928542137146,26.847076892852783
7,0.45808171578075574,0.78788,0.4490108199589088,0.7916,4.113407135009766,30.96176266670227
8,0.4442363356995156,0.79672,0.43547309344381935,0.7984,4.082656621932983,35.045727491378784
9,0.432009347754976,0.80224,0.42600625684804017,0.80464,4.053735256195068,39.10082197189331
10,0.4214880335742555,0.81052,0.4172884857715548,0.80932,4.0878565311431885,43.190945625305176
11,0.4129838145831052,0.8132,0.4101756472721734,0.81304,4.0551371574401855,47.24709725379944
12,0.40729410565265306,0.8168,0.405844295535551,0.81528,4.068911075592041,51.31726574897766
13,0.3980456783872126,0.82164,0.398983654806681,0.81944,4.057528018951416,55.37653374671936
14,0.39241860757398483,0.82516,0.39327418354466137,0.82228,4.07422947883606,59.45199275016785
15,0.3854016581231066,0.82792,0.3888940162899549,0.82408,4.056198596954346,63.50957703590393
16,0.38239237296459316,0.8308,0.38449476396336274,0.82672,4.097239255905151,67.60844802856445
17,0.3769368620784691,0.83184,0.38040280269692317,0.82952,4.102395534515381,71.7126305103302
18,0.37274652048754875,0.83524,0.37634485239720405,0.83128,4.080104112625122,75.79383134841919
19,0.3666016551692163,0.84024,0.3729449949987099,0.83284,4.065033674240112,79.86219620704651
20,0.3618489842280707,0.84208,0.3697393992367913,0.83584,4.08168888092041,83.94522595405579
21,0.35996990321237415,0.84192,0.36869063855284623,0.8352,4.059948682785034,88.00644040107727
22,0.357752580014641,0.84388,0.3666759359333521,0.83724,4.077749490737915,92.08541822433472
23,0.35189037771938403,0.846,0.3614702517800319,0.84024,4.077712535858154,96.16483235359192
24,0.3476985293199949,0.84916,0.359366488350017,0.84,4.063611268997192,100.22966742515564
25,0.3455154794789946,0.85088,0.3570301185559739,0.84116,4.086002349853516,104.31728982925415
26,0.33952727147837736,0.85324,0.36015635286755576,0.84152,4.056358098983765,108.37530541419983
27,0.33810000609406426,0.85152,0.3530051972326415,0.84392,4.028523921966553,112.40491819381714
28,0.3318727017592286,0.855,0.3582585068691112,0.84216,4.044127464294434,116.45031428337097
29,0.32818915228099776,0.85888,0.3516955136719262,0.8436,4.024041652679443,120.47540283203125
30,0.32527452017492653,0.85948,0.34875368626068926,0.84668,4.101982116699219,124.57864904403687
31,0.3217699173694986,0.86104,0.34420138887127344,0.84764,4.06909966468811,128.64884543418884
32,0.3196740821194466,0.8636,0.3436891709828316,0.84752,4.041563272476196,132.6915512084961
33,0.3157429298400269,0.8654,0.3426874132107591,0.84856,4.092791795730591,136.78548169136047
34,0.31319599996899705,0.86508,0.33887574141440185,0.85048,4.037344694137573,140.82449865341187
35,0.30797222050864376,0.86904,0.3371458436979357,0.8522,4.074983358383179,144.9008276462555
36,0.30793503448938775,0.8694,0.33799329098990505,0.85208,4.059394359588623,148.96154236793518
37,0.3029164125013839,0.87204,0.34608282289846476,0.84748,4.055092096328735,153.018132686615
38,0.3005629847650333,0.87452,0.3325879226636399,0.85524,4.054110050201416,157.07340669631958
39,0.297035582115888,0.87496,0.33158820021487867,0.85536,4.078737258911133,161.15313339233398
40,0.29230185398055464,0.87716,0.331398522724276,0.856,4.098159074783325,165.25247812271118
41,0.2901531203323618,0.87692,0.3354085886569889,0.85396,4.043987274169922,169.29783487319946
42,0.28806098247580514,0.87936,0.327775103737936,0.85736,4.062930345535278,173.36231660842896
43,0.2852174807959201,0.88064,0.3268928913128041,0.85876,4.038114547729492,177.40160369873047
44,0.28170394733586274,0.88208,0.3285793075933481,0.8576,4.051025390625,181.45382142066956
45,0.2781357954415824,0.88352,0.3260654187034768,0.85892,4.062191009521484,185.51801562309265
46,0.2758208781747562,0.8864,0.3277709811659115,0.85732,4.0825700759887695,189.60184526443481
47,0.27382521209357036,0.8856,0.3239790543418406,0.86024,4.0891265869140625,193.6924262046814
48,0.27022919325572453,0.88804,0.32120219619987567,0.861,4.0509116649627686,197.74452877044678
49,0.266994404632722,0.88804,0.32038853769107245,0.86156,4.268726110458374,202.01440811157227
50,0.2655664696298597,0.88956,0.32561459340860166,0.85992,4.197023630142212,206.2122848033905
51,0.26366871465807373,0.89016,0.320255107301123,0.86184,4.451820135116577,210.6649887561798
52,0.25887687437598356,0.8932,0.3186143834305846,0.86392,4.252970933914185,214.9196639060974
53,0.2555198303954985,0.89552,0.32062595814009154,0.86236,4.251430034637451,219.17212677001953
54,0.25347798395797116,0.89632,0.3207236162917998,0.86336,4.156695604324341,223.33008098602295
55,0.2508048269030688,0.89652,0.31643525827342595,0.86496,4.118683815002441,227.45112204551697
56,0.24799458693970194,0.90024,0.3166345319784511,0.86484,4.140876770019531,231.59313654899597
57,0.2426066789061517,0.90208,0.33206634692218906,0.8584,4.121050596237183,235.7151336669922
58,0.24088735139126058,0.90276,0.3169198917115436,0.86692,4.096059322357178,239.82635116577148
59,0.23688649710105814,0.9046,0.3158410079110309,0.86764,4.073529958724976,243.900963306427
60,0.23425001094637016,0.90544,0.31528922561032086,0.86764,4.070856809616089,247.97311854362488
61,0.23192743156724574,0.90648,0.3147975267732845,0.86844,4.0749757289886475,252.04928421974182
62,0.2297819370542036,0.90624,0.31479663750552156,0.86808,4.046695709228516,256.09743309020996
63,0.2252149890031656,0.9096,0.32231968828022023,0.86476,4.030065298080444,260.12844467163086
64,0.2217367561272038,0.91124,0.3225279990631296,0.865,4.01665997505188,264.1465184688568
65,0.22367325286045098,0.90848,0.3185097890741685,0.866,3.993161916732788,268.1408610343933
66,0.2166240188433691,0.91356,0.3152704108935183,0.86924,4.011287212371826,272.15343737602234
67,0.215439650789856,0.91556,0.31665025741014335,0.86896,3.9891128540039062,276.143705368042
68,0.2156604101971897,0.91368,0.31444810172709664,0.86924,3.952911853790283,280.09777545928955
69,0.20749550310851972,0.91676,0.3342475909596819,0.86236,3.985567331314087,284.08454966545105
70,0.20980670806163412,0.9166,0.3157619574795599,0.8694,3.984834671020508,288.0706045627594
71,0.20583003189633875,0.91808,0.31471565992707184,0.87084,3.9668238162994385,292.0390329360962
