Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Time per Epoch (s),Total Elapsed Time (s)
1,0.6967679012157119,0.5071051790738654,0.6901809862812461,0.5404171994732468,15.572152614593506,15.57215690612793
2,0.6888412635039796,0.5567055626598465,0.6860996423779852,0.5860933503683876,13.467638731002808,29.04115104675293
3,0.6840288674130159,0.6015505115394397,0.6816880288331405,0.6162404092528936,13.043731689453125,42.08638596534729
4,0.679134724847496,0.6238171356108487,0.677244394331637,0.631218030782002,12.843919277191162,54.93253684043884
5,0.6743296291822057,0.6358216112989294,0.6728214112389118,0.6353340793753524,12.728370189666748,67.66227221488953
6,0.6695411313525246,0.6435981458410278,0.6684251880401846,0.6358695652173914,12.75867748260498,80.4222092628479
7,0.6647622316999509,0.6455482736877773,0.6641620882331868,0.6361732737487539,12.85837435722351,93.28171682357788
8,0.6600941413503778,0.6476342710845001,0.6596823686833881,0.6404331841737109,12.717031002044678,105.99988317489624
9,0.655205791258751,0.6514625959384167,0.6551355850666075,0.6422074809098792,12.677809953689575,118.67870497703552
10,0.6502523525901462,0.655562659816059,0.6502863757140801,0.650303708470386,12.418140172958374,131.09819650650024
11,0.6450148692826176,0.6618126598770356,0.645179136482346,0.6575767263731993,12.508832454681396,143.6082375049591
12,0.6395440395835721,0.6700287723480283,0.6397217492313336,0.6632512788028668,12.384514331817627,155.99379014968872
13,0.6336039304733276,0.6775655371453756,0.633907899069969,0.6747282609305418,12.57168436050415,168.56678175926208
14,0.6274711858585972,0.6868046676106465,0.6275947453725673,0.6838794757643014,12.779159545898438,181.34717535972595
15,0.620823804679734,0.6976742328280379,0.6208741532262328,0.6945891944343782,12.960594177246094,194.30898761749268
16,0.6137320810876539,0.709079283887468,0.6137452720071349,0.7061381074778564,12.9825758934021,207.29456639289856
17,0.6062166907293413,0.7191656010839945,0.6062087518784701,0.7189498081841432,12.664531707763672,219.96027874946594
18,0.5984318110034289,0.7322650256059359,0.5983238473267811,0.7274616368286445,12.545969486236572,232.50727558135986
19,0.5901872314455564,0.7444852941176471,0.589969893855512,0.7395540282244573,12.528127431869507,245.0366702079773
20,0.5816514885334103,0.7548833120509487,0.5812837156798224,0.7527014067410813,12.47374701499939,257.51159048080444
21,0.5727508417175858,0.7661684783523345,0.5723077311845082,0.7614929668433831,12.646795272827148,270.1595857143402
22,0.5636183595108559,0.7767822890330458,0.5629961870210555,0.7720268542504372,12.737321615219116,282.89801836013794
23,0.5542548257676537,0.7845028772988283,0.5535547378118081,0.779203964163885,12.748625993728638,295.6477973461151
24,0.5447522523000722,0.7908487851967287,0.5439850097269658,0.7876758311715577,12.703126668930054,308.3522415161133
25,0.5352608512734514,0.7983375959993934,0.5343100116076067,0.7926550512118717,12.372694730758667,320.7263009548187
26,0.5256554720651768,0.802821291529614,0.524707748838093,0.797570332541795,12.638068914413452,333.3656258583069
27,0.5161143068767264,0.8064498082756082,0.515144450813913,0.8016064578614881,12.634495735168457,346.00133633613586
28,0.5066107529051164,0.8096627237851662,0.5058121695695326,0.8051230819024089,12.463376760482788,358.4658224582672
29,0.49752861962598915,0.8133871483680842,0.49685993394278505,0.8078404732067567,12.595679521560669,371.06278467178345
30,0.48894156755693735,0.8161365089514067,0.4883487678092459,0.8099984015955035,12.634711265563965,383.6985034942627
31,0.48047322324474756,0.819013746803069,0.48014505142750946,0.8112372123371915,12.490265369415283,396.1900234222412
32,0.47272675916971757,0.8212116368286445,0.47245306134833703,0.8122762148947362,12.703012466430664,408.89433431625366
33,0.4651997107678972,0.8223385550177006,0.46528859722339894,0.813323209810135,12.400290966033936,421.2959477901459
34,0.4582192387879657,0.8228980179333016,0.45860291967916367,0.8146179667519181,12.464668035507202,433.7618508338928
35,0.45172912324480996,0.8238251279382145,0.45228773020112606,0.815800831293511,12.432325839996338,446.19535303115845
36,0.445484314428266,0.824968030690537,0.4464350241376921,0.8160805627513115,12.212278366088867,458.421106338501
37,0.43988295932255134,0.8260390025270564,0.4410295448339809,0.8171595269456848,12.272881031036377,470.69506645202637
38,0.4344614132895799,0.8268462276214834,0.4359440053515422,0.8180786445927437,12.429457902908325,483.12586188316345
39,0.4295848527222948,0.8275495525211325,0.43134923984327583,0.819277493697603,12.330730676651001,495.4576225280762
40,0.42484915828156045,0.8287324169102837,0.42687048860218213,0.8199168798868613,12.45912766456604,507.91825699806213
41,0.42045630602275624,0.8303708440202582,0.42276879085604185,0.8211556906285493,12.5035240650177,520.4229567050934
42,0.4162871639441956,0.830746483467424,0.41896692528139295,0.8217391304652709,12.327730894088745,532.7516987323761
43,0.4124092972644455,0.8316176471198001,0.41533520383298245,0.8231377877542735,12.56717300415039,545.3201625347137
44,0.40866418929813464,0.8330962276824599,0.41208731914725144,0.8249360614115625,12.574208974838257,557.8956575393677
45,0.40510029439121253,0.8339354220558616,0.4086475137554471,0.8260549872427645,12.359211921691895,570.2561521530151
46,0.40163519559309,0.8348625320607744,0.40562533707265047,0.8268142583425088,12.28206205368042,582.5393533706665
47,0.3985445965891299,0.8360134271709511,0.4026614698150274,0.8281329923578541,12.105246782302856,594.6457953453064
48,0.3953377988637256,0.8368046675496699,0.39998749321531457,0.8290920716417415,12.197932720184326,606.8451113700867
49,0.3924005103995428,0.8384430946596443,0.3971806639219489,0.8296914961941712,12.347486734390259,619.1962530612946
