Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Time per Epoch (s),Total Elapsed Time (s)
45,0.43248012852485834,0.8074,0.474377444066355,0.7788,9.481585025787354,430.49096751213074
46,0.43098040744471733,0.80904,0.47730372556487616,0.77904,9.531046628952026,440.0231292247772
47,0.42948677598515433,0.80684,0.4735611938225949,0.779,9.665959119796753,449.6902015209198
48,0.42351741376130475,0.81232,0.5017816452952601,0.76488,9.518569231033325,459.2105281352997
49,0.42412516512834203,0.81092,0.48065846582965166,0.78004,9.465980291366577,468.6776804924011
50,0.42090942663000064,0.81628,0.47628813048305413,0.77796,9.523953676223755,478.2028720378876
51,0.4184068310291261,0.81536,0.47640428149029423,0.78448,9.453992128372192,487.6894805431366
52,0.4166790402453879,0.8142,0.4835125712482521,0.78204,9.68592357635498,497.3764386177063
53,0.4141692512328058,0.81728,0.46211392906925564,0.78692,9.594255447387695,507.0617048740387
54,0.41192076959268514,0.81576,0.4766394351144581,0.78452,9.592463254928589,516.6552004814148
55,0.40968061301409436,0.81968,0.4596631306668986,0.7886,9.498860597610474,526.1555953025818
56,0.41163413824937534,0.82108,0.46240729486088616,0.78984,9.704128503799438,535.8648710250854
57,0.40783740370474814,0.8198,0.4548437021425008,0.79348,9.598358392715454,545.4643785953522
58,0.4049715695859831,0.82104,0.46243701372152707,0.79068,9.515861749649048,554.9814221858978
59,0.40194852284305843,0.82256,0.4592138628673066,0.7896,9.472833633422852,564.4554316997528
60,0.4019898079773959,0.82384,0.4620758974186295,0.79208,9.722293615341187,574.1788382530212
61,0.40196512597601125,0.82544,0.4527845565239182,0.79344,9.678743839263916,583.8875012397766
62,0.3974898717439998,0.82632,0.4567175386354442,0.79316,9.554027557373047,593.4426202774048
63,0.3969038779397145,0.82456,0.44895505767953975,0.79596,9.731642007827759,603.1785366535187
64,0.3961656803593916,0.82728,0.475340540375551,0.78884,9.617963552474976,612.7975611686707
65,0.3980124941872209,0.82516,0.47184109744970754,0.79124,9.569104671478271,622.3676991462708
66,0.39226640837119364,0.82872,0.45476240548483854,0.7964,9.511505365371704,631.8802905082703
67,0.39497020379509157,0.82788,0.44607842658334373,0.80052,9.618108749389648,641.4994914531708
68,0.38702594951900376,0.83116,0.44613690784825083,0.80004,9.650184631347656,651.1507711410522
69,0.3904092404086267,0.82872,0.4356669898304488,0.80432,9.52727222442627,660.6795990467072
70,0.38850351981342296,0.83136,0.4486996096646999,0.79708,9.545595169067383,670.226320028305
71,0.38907099189355854,0.8302,0.4390962549182765,0.8036,9.67170786857605,679.9230046272278
72,0.3865393212689158,0.83188,0.4436665644197513,0.79936,9.467154264450073,689.3912982940674
73,0.3808975140075854,0.83592,0.4642202507733079,0.79332,9.426919221878052,698.8192994594574
74,0.38271940349008116,0.83224,0.44784155933905745,0.79848,9.436164379119873,708.2583072185516
75,0.378770544667683,0.83516,0.4431539522412488,0.8012,9.44819188117981,717.7076525688171
76,0.3785056471443542,0.8344,0.4473158643983514,0.79792,9.413432598114014,727.1221482753754
77,0.3767252547280563,0.8352,0.43868207908652324,0.80412,9.417559385299683,736.540700674057
78,0.376795413244106,0.83824,0.4459906426232184,0.80052,9.427034854888916,745.9687569141388
79,0.37396833235802857,0.83856,0.43496872785756047,0.8074,9.418991565704346,755.3888885974884
80,0.37250355457710793,0.83948,0.45222591999394207,0.8026,9.397390365600586,764.7873086929321
81,0.37522660374946304,0.83752,0.4360523147275076,0.80636,9.417652606964111,774.2060859203339
82,0.36958651339916315,0.84196,0.4436760675495543,0.80528,9.421796798706055,783.6290380954742
83,0.371262738314431,0.84168,0.4383894580099589,0.80712,9.440540313720703,793.070784330368
84,0.3669640775531759,0.84048,0.45481217044698613,0.79764,9.429815769195557,802.5018327236176
85,0.3653585963389453,0.84332,0.4464182339589614,0.80712,9.415066957473755,811.9178524017334
86,0.36448170416190495,0.844,0.4583128423565794,0.79944,9.597913026809692,821.5171277523041
87,0.36134449245832156,0.84476,0.43976914958880686,0.80924,9.559548377990723,831.0778772830963
88,0.3642443027109136,0.84192,0.47931854308718613,0.79344,9.537365198135376,840.6163728237152
89,0.36342607514785075,0.84256,0.4345474345299899,0.80732,9.534216165542603,850.1515033245087
90,0.36172109407842007,0.84488,0.4306191338602539,0.80996,9.574238538742065,859.7268395423889
91,0.35945946485032815,0.84624,0.43629923988791075,0.80956,9.496461153030396,869.2284586429596
92,0.3562947063113722,0.8486,0.44094940295914553,0.80952,9.526135683059692,878.7702898979187
93,0.36160401950406906,0.84512,0.4377913228843523,0.80976,9.504428625106812,888.276083946228
94,0.3571742601178186,0.8486,0.42771379070361254,0.8122,9.442917585372925,897.7204122543335
95,0.3560255020475753,0.84728,0.4277554364384288,0.81252,9.475671768188477,907.197544336319
96,0.35448187654433044,0.85,0.4327349061017756,0.80964,9.620809555053711,916.8195443153381
97,0.355456223649442,0.84848,0.42671072944198424,0.81192,9.50385332107544,926.3246252536774
98,0.351471970681949,0.85088,0.43643517990398895,0.81164,9.493266344070435,935.8190104961395
99,0.35167846178917017,0.84912,0.44011522417940446,0.80912,9.610963106155396,945.431122303009
100,0.3517287618211468,0.84932,0.4327460828492099,0.81532,9.505457162857056,954.9376738071442
